Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover
"SPBK1 HELGELAND";NO0010029804;HELG;"Oslo Børs";NOK;117.00;117.00;117.00;117.00;"02/02/2023 16:25";CET;512;59904.00
"SPBK1 NORD-NORGE";NO0006000801;NONG;"Oslo Børs";NOK;93.80;93.90;92.10;93.00;"02/02/2023 16:25";CET;96157;8951938.80
"SPBK1 RINGERIKE";NO0006390400;RING;"Oslo Børs";NOK;334.00;334.00;334.00;334.00;"02/02/2023 11:00";CET;200;66800.00
"SPBK1 ØSTFOLD AKE";NO0010285562;SOAG;"Oslo Børs";NOK;320.00;320.00;320.00;320.00;"02/02/2023 09:00";CET;25;8000.00
STOLT-NIELSEN;BMG850801025;SNI;"Oslo Børs";NOK;279.00;279.00;260.00;272.00;"02/02/2023 16:25";CET;258090;69490681.00
STOREBRAND;NO0003053605;STB;"Oslo Børs";NOK;87.30;88.24;87.10;88.20;"02/02/2023 16:28";CET;2021050;177593928.80
STRONGPOINT;NO0010098247;STRO;"Oslo Børs";NOK;22.05;22.10;21.80;21.90;"02/02/2023 15:06";CET;9465;207926.80
"SUBSEA 7";LU0075646355;SUBC;"Oslo Børs";NOK;123.50;124.10;121.25;121.35;"02/02/2023 16:25";CET;525846;64160331.85
TARGOVAX;NO0010689326;TRVX;"Oslo Børs";NOK;0.98;1.02;0.96;1.01;"02/02/2023 16:25";CET;782591;773943.87
TECHSTEP;NO0003095309;TECH;"Oslo Børs";NOK;1.04;1.095;1.04;1.095;"02/02/2023 16:25";CET;427573;449396.38
"TEKNA HOLDING";NO0010951577;TEKNA;"Oslo Børs";NOK;6.40;7.54;6.30;7.26;"02/02/2023 16:25";CET;79514;548221.20
TELENOR;NO0010063308;TEL;"Oslo Børs";NOK;105.85;111.80;105.85;110.80;"02/02/2023 16:28";CET;3395069;374976253.85
TGS;NO0003078800;TGS;"Oslo Børs";NOK;165.80;165.80;160.60;160.60;"02/02/2023 16:25";CET;594553;96826320.70
TIETOEVRY;FI0009000277;TIETO;"Oslo Børs";NOK;312.00;315.00;311.00;314.20;"02/02/2023 16:26";CET;951;298654.20
"TOMRA SYSTEMS";NO0012470089;TOM;"Oslo Børs";NOK;179.00;181.80;175.58;176.40;"02/02/2023 16:25";CET;592571;104975744.06
"TOTENS SPAREBANK";NO0006001205;TOTG;"Oslo Børs";NOK;204.00;204.00;204.00;204.00;"02/01/2023 13:44";CET;75;15300.00
TREASURE;NO0010763550;TRE;"Oslo Børs";NOK;17.45;17.90;17.45;17.90;"02/02/2023 16:25";CET;6481;115724.45
ULTIMOVACS;NO0010851603;ULTI;"Oslo Børs";NOK;122.40;122.40;117.40;120.60;"02/02/2023 16:25";CET;37087;4462888.80
VEIDEKKE;NO0005806802;VEI;"Oslo Børs";NOK;105.80;107.80;105.00;107.60;"02/02/2023 16:25";CET;74544;7938708.20
"VISTIN PHARMA";NO0010734122;VISTN;"Oslo Børs";NOK;16.75;16.75;16.70;16.70;"02/02/2023 10:00";CET;501;8366.75
VOLUE;NO0010894603;VOLUE;"Oslo Børs";NOK;31.35;31.50;30.50;31.30;"02/02/2023 16:25";CET;15198;474495.10
"VOSS VEKSEL OGLAND";NO0003025009;VVL;"Oslo Børs";NOK;226.00;226.00;222.00;222.00;"02/02/2023 10:12";CET;188;42448.00
VOW;NO0010708068;VOW;"Oslo Børs";NOK;19.80;20.00;19.60;20.00;"02/02/2023 16:25";CET;113956;2266475.94
"VÅR ENERGI";NO0011202772;VAR;"Oslo Børs";NOK;30.015;30.085;29.45;29.50;"02/02/2023 16:28";CET;3318672;98708979.59
"WALLENIUS WILHELMS";NO0010571680;WAWI;"Oslo Børs";NOK;93.00;94.00;86.50;89.25;"02/02/2023 16:29";CET;697218;62581036.20
WEBSTEP;NO0010609662;WSTEP;"Oslo Børs";NOK;25.90;26.90;25.60;26.90;"02/02/2023 16:25";CET;78641;2054180.20
"WILH. WILHELMSEN A";NO0010571698;WWI;"Oslo Børs";NOK;271.00;279.00;271.00;275.00;"02/02/2023 16:25";CET;7348;2027018.00
"WILH. WILHELMSEN B";NO0010576010;WWIB;"Oslo Børs";NOK;260.00;260.00;256.00;256.00;"02/02/2023 16:10";CET;9605;2475152.00
WILSON;NO0010252356;WILS;"Oslo Børs";NOK;68.00;68.60;67.80;67.80;"02/02/2023 12:43";CET;606;41371.40
XXL;NO0010716863;XXL;"Oslo Børs";NOK;3.758;3.948;3.758;3.902;"02/02/2023 16:27";CET;518509;1997067.64
"YARA INTERNATIONAL";NO0010208051;YAR;"Oslo Børs";NOK;444.00;451.70;440.20;447.50;"02/02/2023 16:27";CET;422018;188256156.50
ZALARIS;NO0010708910;ZAL;"Oslo Børs";NOK;34.80;35.10;34.40;35.10;"02/02/2023 16:15";CET;24849;866390.90
ZAPTEC;NO0010713936;ZAP;"Oslo Børs";NOK;24.18;26.59;24.18;25.39;"02/02/2023 16:29";CET;561789;14359839.75
